-0.4787610619469027;-0.4273972602739725;-0.848;-0.7917808219178083;-0.6764607679465775;-0.6313432835820896;-0.7314487632508834;-0.01930983847285006;-0.2519685039370083;-0.661963190184049;-0.6492307692307695;-0.5;-0.5;-0.5;0.5;-0.5;-0.5
-0.4619469026548675;-0.5054794520547945;-0.677;-0.9089041095890411;-0.7779632721202003;-0.4328358208955224;-0.3554770318021202;-0.17276064610868502;-0.027559055118110187;-0.8717791411042944;-0.6784615384615389;-0.5;-0.5;0.5;-0.5;-0.5;-0.5
0.02566371681415891;-0.28424657534246567;-0.5820000000000001;-0.7657534246575343;-0.6986644407345576;-0.5462686567164179;-0.8120141342756184;0.4410425844346548;-0.19212598425196958;-0.28895705521472403;-0.5615384615384618;-0.5;-0.5;-0.5;0.5;-0.5;-0.5
-0.3442477876106196;-0.5575342465753425;-0.41100000000000003;-0.8243150684931507;-0.7906510851419031;-0.12089552238805978;-0.6508833922261483;0.10624082232010323;-0.11732283464566962;-0.8018404907975459;-0.5907692307692307;-0.5;-0.5;0.5;-0.5;-0.5;-0.5
-0.6469026548672567;-0.5575342465753425;-0.544;-0.8958904109589042;-0.7938230383973288;-0.5179104477611941;-0.8120141342756184;-0.3401615271659466;-0.027559055118110187;-0.7319018404907975;-0.35692307692307734;-0.5;-0.5;-0.5;0.5;-0.5;-0.5
-0.5628318584070797;-0.6226027397260274;-0.43000000000000005;-0.8438356164383563;-0.7747913188647746;-0.035820895522388096;-0.5568904593639576;-0.033259911894276684;0.04724409448818889;-0.8251533742331288;-0.7076923076923078;-0.5;-0.5;0.5;-0.5;-0.5;-0.5
-0.4787610619469027;-0.45342465753424654;-0.506;-0.8698630136986302;-0.7557595993322204;-0.37611940298507474;-0.05335689045936398;-0.12254038179148097;-0.2220472440944894;-0.743558282208589;-0.6200000000000006;-0.5;-0.5;0.5;-0.5;-0.5;-0.5
-0.5964601769911506;-0.14109589041095894;-0.848;-0.8568493150684933;-0.7430717863105175;-0.7447761194029852;-0.9127208480565371;-0.22856093979441994;-0.012598425196850727;-0.8834355828220859;-0.5323076923076928;-0.5;-0.5;0.5;-0.5;-0.5;-0.5
-0.3946902654867259;-0.6486301369863013;-0.278;-0.9219178082191781;-0.8540901502504172;-0.7447761194029852;-0.8455830388692579;-0.14486049926580336;-0.2220472440944894;-0.5687116564417178;-0.5907692307692307;-0.5;-0.5;0.5;-0.5;-0.5;-0.5
-0.7982300884955753;-0.36232876712328765;-0.791;-0.8828767123287672;-0.8287145242070116;-0.5179104477611941;-0.8522968197879859;-0.33597650513951294;0.2118110236220465;-0.661963190184049;-0.2692307692307696;-0.5;-0.5;-0.5;0.5;-0.5;-0.5
